Category,Food Name,Description,Food Group,Food Subgroup,Edible Portion,Default Serving Size,Alternative Serving Size(s),Source of Data,Last Updated,Per 100 Unit,Per Serving Size,Energy (kcal) - Per 100,Energy (kcal) - Per Serving,Protein (g) - Per 100,Protein (g) - Per Serving,Total Fat (g) - Per 100,Total Fat (g) - Per Serving,Saturated Fat (g) - Per 100,Saturated Fat (g) - Per Serving,Trans Fat (g) - Per 100,Trans Fat (g) - Per Serving,Carbohydrate (g) - Per 100,Carbohydrate (g) - Per Serving,Sugar (g) - Per 100,Sugar (g) - Per Serving,Added Sugar (g) - Per 100,Added Sugar (g) - Per Serving,Dietary Fibre (g) - Per 100,Dietary Fibre (g) - Per Serving,Sodium (mg) - Per 100,Sodium (mg) - Per Serving,Potassium (mg) - Per 100,Potassium (mg) - Per Serving,Calcium (mg) - Per 100,Calcium (mg) - Per Serving,Iron (mg) - Per 100,Iron (mg) - Per Serving,Water (g) - Per 100,Water (g) - Per Serving,Nitrogen (g) - Per 100,Nitrogen (g) - Per Serving,Polyunsaturated Fat (g) - Per 100,Polyunsaturated Fat (g) - Per Serving,Monounsaturated Fat (g) - Per 100,Monounsaturated Fat (g) - Per Serving,Omega-3 (EPA+DHA) (mg) - Per 100,Omega-3 (EPA+DHA) (mg) - Per Serving,Cholesterol (mg) - Per 100,Cholesterol (mg) - Per Serving,Glucose (g) - Per 100,Glucose (g) - Per Serving,Fructose (g) - Per 100,Fructose (g) - Per Serving,Maltose (g) - Per 100,Maltose (g) - Per Serving,Galactose (g) - Per 100,Galactose (g) - Per Serving,Sucrose (g) - Per 100,Sucrose (g) - Per Serving,Lactose (g) - Per 100,Lactose (g) - Per Serving,Starch (g) - Per 100,Starch (g) - Per Serving,Vitamin A (μg) - Per 100,Vitamin A (μg) - Per Serving,Retinol (μg) - Per 100,Retinol (μg) - Per Serving,B-carotene (μg) - Per 100,B-carotene (μg) - Per Serving,Thiamine (Vitamin B1) (mg) - Per 100,Thiamine (Vitamin B1) (mg) - Per Serving,Riboflavin (Vitamin B2) (mg) - Per 100,Riboflavin (Vitamin B2) (mg) - Per Serving,Vitamin B6 (mg) - Per 100,Vitamin B6 (mg) - Per Serving,Folic Acid (Vitamin B9) (μg) - Per 100,Folic Acid (Vitamin B9) (μg) - Per Serving,Vitamin B12 (μg) - Per 100,Vitamin B12 (μg) - Per Serving,Vitamin C (mg) - Per 100,Vitamin C (mg) - Per Serving,Vitamin D (IU) - Per 100,Vitamin D (IU) - Per Serving,Vitamin E (IU) - Per 100,Vitamin E (IU) - Per Serving,Vitamin K (μg) - Per 100,Vitamin K (μg) - Per Serving,Phosphorus (mg) - Per 100,Phosphorus (mg) - Per Serving,Selenium (μg) - Per 100,Selenium (μg) - Per Serving,Zinc (mg) - Per 100,Zinc (mg) - Per Serving
Grains and staples,Mini wok noodles (soup),"Seasoned egg noodles (mee pok) served with soup containing seafood, minced meat, vegetables, egg and tofu",Grains and staples,Noodle/Pasta-based dishes,99.40%,1 set(s) = 811g,-,Derived,2026,Per 100g,Per Serving (811g),105,846,6.29,50.71,4.45,35.87,1.83,14.75,Trace,Trace,9.92,79.97,0.38,3.06,-,-,1.37,11.04,382,3079,65,524,16,129,0.49,3.95,76.85,619.51,-,-,0.81,6.53,1.8,14.51,-,-,-,-,Trace,Trace,Trace,Trace,Trace,Trace,Trace,Trace,0.38,3.06,Trace,Trace,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Grains and staples,Miso ramen,"Japanese-style egg noodles topped with preserved radish, fishcakes, sliced pork charsiew and seaweed in miso-based broth",Grains and staples,Noodle/Pasta-based dishes,100%,1 bowl(s) = 682g,-,Lab Analysis,2026,Per 100g,Per Serving (682g),116,791,6.4,43.65,4.8,32.74,1.7,11.59,0.01,0.07,11.67,79.59,0,0,-,-,1.1,7.5,423,2885,112,764,16,109,0.64,4.36,74.7,509.45,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Grains and staples,Penang prawn noodles,Yellow noodles served with whole prawns in spicy prawn-based broth,Grains and staples,Noodle/Pasta-based dishes,100%,1 bowl(s) = 685g,-,Lab Analysis,2010,Per 100g,Per Serving (685g),77,527,4.8,32.88,1.3,8.91,0.55,3.77,-,-,10.3,70.56,1.1,7.54,-,-,0.8,5.48,313,2144,-,-,14,96,0.2,1.37,-,-,-,-,0.22,1.51,0.46,3.15,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,-,-,-,-,-,-,-,-,-,-,-,-
Grains and staples,Pesto pasta,Plain pasta with served pesto sauce,Grains and staples,Noodle/Pasta-based dishes,100%,1 plate(s) = 415g,-,Lab Analysis,2025,Per 100g,Per Serving (415g),196,813,5.07,21.04,11.05,45.86,2.36,9.79,0.04,0.17,19.1,79.27,Trace,Trace,-,-,3.4,14.11,275,1141,156,647,52,216,0.85,3.53,63.7,264.36,-,-,1.87,7.76,5.52,22.91,Trace,Trace,-,-,Trace,Trace,Trace,Trace,Trace,Trace,Trace,Trace,Trace,Trace,Trace,Trace,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Grains and staples,Plain fried beehoon,"Rice noodles, with bean sprouts, fried",Grains and staples,Noodle/Pasta-based dishes,100%,1 plate(s) = 238g,-,Derived,2026,Per 100g,Per Serving (238g),144,343,2.36,5.62,2.56,6.09,0.99,2.36,0.01,0.02,27.81,66.19,0.5,1.19,-,-,1.76,4.19,435,1035,38,90,6,14,0.66,1.57,65.95,156.96,-,-,0.32,0.76,0.93,2.21,Trace,Trace,-,-,0.1,0.24,0.4,0.95,Trace,Trace,Trace,Trace,Trace,Trace,Trace,Trace,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Grains and staples,Plain fried yellow noodles,Stir-fried yellow wheat noodles,Grains and staples,Noodle/Pasta-based dishes,100%,1 plate(s) = 240g,-,Lab Analysis,2010,Per 100g,Per Serving (240g),141,338,4.5,10.8,3.6,8.64,1.59,3.82,0.01,0.02,22.7,54.48,5.5,13.2,-,-,1.1,2.64,782,1877,-,-,14,34,0.8,1.92,-,-,-,-,0.53,1.27,1.44,3.46,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,-,-,-,-,-,-,-,-,-,-,-,-
Grains and staples,Pork chop spaghetti,Pork chop with tomato spaghetti,Grains and staples,Noodle/Pasta-based dishes,100%,1 plate(s) = 406g,-,Lab Analysis,2018,Per 100g,Per Serving (406g),113,459,8.44,34.27,4.4,17.86,1.84,7.47,0,0,9.82,39.87,2.16,8.77,-,-,0.88,3.57,312,1267,-,-,22,89,0.52,2.11,-,-,-,-,0.7,2.84,1.83,7.43,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,16.4,66.58,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,-,-,-,-,-,-,-,-,-,-,-,-
Grains and staples,Pork dumpling ban mian (soup),Hand made flat wheat noodles with pork dumplings in soup,Grains and staples,Noodle/Pasta-based dishes,100%,1 bowl(s) = 894g,-,Lab Analysis,2018,Per 100g,Per Serving (894g),71,635,3.5,31.29,2.01,17.97,0.87,7.78,0.02,0.18,9.79,87.52,0.99,8.85,-,-,0.3,2.68,315,2816,-,-,18,161,0.29,2.59,-,-,-,-,0.36,3.22,0.75,6.71,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,15.1,134.99,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,-,-,-,-,-,-,-,-,-,-,-,-
Grains and staples,Pork kidney meesua soup,"Thin rice noodles cooked with pork kidney and green vegetables, boiled",Grains and staples,Noodle/Pasta-based dishes,100%,1 bowl(s) = 578g,-,Lab Analysis,2010,Per 100g,Per Serving (578g),48,277,2.7,15.61,1.3,7.51,0.5,2.89,-,-,6.6,38.15,0.1,0.58,-,-,0.5,2.89,203,1173,-,-,6,35,0,0,-,-,-,-,0.3,1.73,0.4,2.31,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7,40.46,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,-,-,-,-,-,-,-,-,-,-,-,-
Grains and staples,Pork ribs noodles,"Yellow noodles with 5 pieces of braised pork ribs, black mushroom and chye sim in soya gravy",Grains and staples,Noodle/Pasta-based dishes,94.93%,1 plate(s) = 631g,-,Lab Analysis,2025,Per 100g,Per Serving (631g),175,1048,11.85,70.98,8.25,49.42,2.81,16.83,0.02,0.12,13.25,79.37,7.4,44.33,-,-,1.16,6.95,395,2366,116,695,31,186,0.59,3.53,65.35,391.45,-,-,1.27,7.61,3.14,18.81,Trace,Trace,-,-,0.1,0.6,0.2,1.2,Trace,Trace,Trace,Trace,0.5,3,Trace,Trace,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Grains and staples,Pork wanton in chilli vinaigrette noodles (dry),Noodles with pork dumplings in spicy vinegar sauce,Grains and staples,Noodle/Pasta-based dishes,100%,1 plate(s) = 511g,-,Lab Analysis,2023,Per 100g,Per Serving (511g),192,981,7.7,39.35,8.7,44.46,3.7,18.91,-,-,20.65,105.52,0,0,-,-,0.8,4.09,317,1620,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Grains and staples,Prawn aglio olio,"Spaghetti drizzled with olive oil, served with prawn and chilli padi",Grains and staples,Noodle/Pasta-based dishes,83.07%,1 plate(s) = 481g,-,Derived,2026,Per 100g,Per Serving (481g),230,919,7.98,31.89,5.36,21.42,0.87,3.48,0.02,0.08,23.86,95.34,0.25,1,0,0,4.1,16.38,262,1047,234,935,20,80,0.6,2.4,62.68,250.45,-,-,1.49,5.95,2.51,10.03,40.78,162.94,113.03,451.63,Trace,Trace,Trace,Trace,0.21,0.84,Trace,Trace,0.08,0.32,Trace,Trace,0,0,0.27,1.08,0,0,1.37,5.47,0,0,0.02,0.08,0.09,0.36,0,0,0.27,1.08,0,0,0,0,0.67,2.68,-,-,89,356,12.39,49.51,0.41,1.64
Grains and staples,Prawn noodles (dry),"Yellow noodles served with whole prawns, lean pork and gravy",Grains and staples,Noodle/Pasta-based dishes,75.48%,1 bowl(s) = 396g,-,Lab Analysis,2025,Per 100g,Per Serving (396g),130,389,5.01,14.97,3.25,9.71,1.12,3.35,Trace,Trace,20.2,60.38,1.2,3.59,-,-,1.13,3.38,442,1321,89,266,18,54,0.4,1.2,70.2,209.83,-,-,0.56,1.67,1.17,3.5,Trace,Trace,-,-,0.2,0.6,0.2,0.6,Trace,Trace,Trace,Trace,0.8,2.39,Trace,Trace,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Grains and staples,Prawn noodles (soup),"Yellow noodles served with whole prawns, lean pork, fishcake and vegetables in prawn-based soup",Grains and staples,Noodle/Pasta-based dishes,99.04%,1 bowl(s) = 732g,-,Lab Analysis,2025,Per 100g,Per Serving (732g),66,478,3.35,24.29,1.15,8.34,0.41,2.97,Trace,Trace,10.7,77.57,0.1,0.72,-,-,0.81,5.87,466,3378,61,442,35,254,0.36,2.61,83.3,603.9,-,-,0.2,1.45,0.41,2.97,Trace,Trace,-,-,Trace,Trace,Trace,Trace,Trace,Trace,Trace,Trace,0.1,0.72,Trace,Trace,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Grains and staples,Red wine chicken meesua,"Meesua in red wine chicken soup, radish and vegetables",Grains and staples,Noodle/Pasta-based dishes,92%,1 bowl(s) = 669g,-,Lab Analysis,2010,Per 100g,Per Serving (669g),70,431,6.3,38.78,2.2,13.54,0.72,4.43,Trace,Trace,6.3,38.78,0.7,4.31,-,-,1.6,9.85,310,1908,-,-,17,105,1.23,7.57,-,-,-,-,0.53,3.26,0.95,5.85,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7.1,43.7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Trace,Trace,-,-,-,-,-,-,-,-,-,-,-,-
Grains and staples,Satay beehoon,"Beehoon with cuttlefish and kangkong, served in satay sauce",Grains and staples,Noodle/Pasta-based dishes,100%,1 plate(s) = 492g,-,Lab Analysis,2026,Per 100g,Per Serving (492g),138,679,5.25,25.83,6.85,33.7,2.3,11.32,0,0,13.9,68.39,1.2,5.9,-,-,1.3,6.4,277,1363,92,453,24,118,1.21,5.95,71.8,353.26,-,-,-,-,-,-,-,-,-,-,0,0,1.2,5.9,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Grains and staples,Seafood beehoon (soup),"Thick beehoon, cooked with prawn, with shell, squids, fish slices, seaweed, pork and green vegetablees, in soup",Grains and staples,Noodle/Pasta-based dishes,94.20%,1 bowl(s) = 863g,-,Lab Analysis,2026,Per 100g,Per Serving (863g),48,390,3.1,25.2,0.7,5.69,0.3,2.44,0,0,7.31,59.43,0,0,-,-,0.45,3.66,264,2146,68,553,17,138,0.44,3.58,87.6,712.14,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Grains and staples,Seafood claypot noodles,"Egg noodles cooked with seafood and vegetables, served in a claypot",Grains and staples,Noodle/Pasta-based dishes,100%,1 bowl(s) = 555g,-,Lab Analysis,2010,Per 100g,Per Serving (555g),122,677,5.4,29.97,7.8,43.29,3.3,18.32,-,-,7.6,42.18,Trace,Trace,-,-,0.9,5,615,3413,-,-,33,183,0.3,1.67,-,-,-,-,0.9,5,3.3,18.32,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,56,310.8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Trace,Trace,-,-,-,-,-,-,-,-,-,-,-,-
Grains and staples,Seafood ee mee,"Egg noodles cooked with mixed seafood and vegetables, boiled",Grains and staples,Noodle/Pasta-based dishes,100%,1 plate(s) = 572g,-,Lab Analysis,2010,Per 100g,Per Serving (572g),126,721,7.15,40.9,4.49,25.68,1.38,7.89,-,-,13.65,78.08,1.03,5.89,-,-,0.83,4.75,389,2225,-,-,35,200,0.6,3.43,-,-,-,-,1.03,5.89,1.7,9.72,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,25.76,147.35,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3.25,18.59,-,-,-,-,-,-,-,-,-,-,-,-
Grains and staples,Seafood hor fun,"Fried flat rice noodles with prawns, crabstick, sliced fish and vegetables, served in thick egg-based gravy",Grains and staples,Noodle/Pasta-based dishes,99.70%,1 plate(s) = 676g,-,Lab Analysis,2025,Per 100g,Per Serving (676g),87,586,2.47,16.65,2.8,18.87,1.09,7.35,0.01,0.07,12.85,86.61,0.75,5.05,-,-,0.61,4.11,309,2083,32,216,8,54,Trace,Trace,80.85,544.91,-,-,0.36,2.43,1.09,7.35,40.5,272.96,-,-,0.1,0.67,0.2,1.35,Trace,Trace,Trace,Trace,0.5,3.37,Trace,Trace,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Grains and staples,Seafood tom yum ban mian (soup),"Thai-style, spicy and tangy soup, cooked with mixed seafood and hand made flat wheat noodles",Grains and staples,Noodle/Pasta-based dishes,100%,1 bowl(s) = 1057g,-,Lab Analysis,2018,Per 100g,Per Serving (1057g),58,613,3.19,33.72,1.29,13.64,0.36,3.81,0,0,8.49,89.74,1.29,13.64,-,-,0.7,7.4,420,4439,-,-,27,285,0.31,3.28,-,-,-,-,0.54,5.71,0.36,3.81,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11.44,120.92,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,-,-,-,-,-,-,-,-,-,-,-,-
Grains and staples,Shoyu ramen,"Japanese-style egg noodles topped with sliced pork charsiew, fish cake and bamboo shoots in soy sauce-based broth",Grains and staples,Noodle/Pasta-based dishes,100%,1 bowl(s) = 659g,-,Lab Analysis,2018,Per 100g,Per Serving (659g),96,633,5.09,33.54,4.23,27.88,1.54,10.15,0.01,0.07,9.3,61.29,1,6.59,-,-,0.19,1.25,474,3124,-,-,38,250,0.38,2.5,-,-,-,-,0.81,5.34,1.86,12.26,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,8.3,54.7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,-,-,-,-,-,-,-,-,-,-,-,-
Grains and staples,Shrimp dumpling noodles (dry),"Egg noodle with boiled shrimp dumplings, served dry with gravy",Grains and staples,Noodle/Pasta-based dishes,100%,1 bowl(s) = 399g,-,Lab Analysis,2023,Per 100g,Per Serving (399g),137,547,6.25,24.94,5.75,22.94,2.5,9.98,-,-,15.18,60.57,0,0,-,-,0.4,1.6,525,2095,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Grains and staples,Shrimp dumpling noodles (soup),Egg noodle with boiled shrimp dumplings served in clear soup broth,Grains and staples,Noodle/Pasta-based dishes,100%,1 bowl(s) = 716g,-,Lab Analysis,2023,Per 100g,Per Serving (716g),62,444,3.7,26.49,0.9,6.44,0.4,2.86,-,-,9.66,69.17,0,0,-,-,0.2,1.43,257,1840,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Grains and staples,Sliced fish beehoon soup (no milk),"Fresh sliced fish pieces, vegetables and thick beehoon in clear broth",Grains and staples,Noodle/Pasta-based dishes,100%,1 bowl(s) = 811g,-,Derived,2026,Per 100g,Per Serving (811g),48,389,2.59,21,0.82,6.65,0.22,1.78,-,-,9.62,78.02,0.63,5.11,-,-,0.77,6.24,299,2425,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Grains and staples,Sliced fish beehoon soup (with milk),"Thick rice vermicelii, fresh sliced fish pieces and vegetables in creamy soup broth from the addition of evaporated milk",Grains and staples,Noodle/Pasta-based dishes,100%,1 bowl(s) = 600g,-,Derived,2026,Per 100g,Per Serving (600g),49,294,3.39,20.34,1.05,6.3,0.53,3.18,0.01,0.06,6.35,38.1,0.71,4.26,-,-,0.43,2.58,235,1410,76,456,17,102,0.42,2.52,76.42,458.52,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0.33,1.98,0.33,1.98,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Grains and staples,Sliced fish hor fun,"Flat hor fun noodles with thinly sliced fish and vegetables, together with egg sauce",Grains and staples,Noodle/Pasta-based dishes,100%,1 plate(s) = 707g,-,Lab Analysis,2023,Per 100g,Per Serving (707g),132,933,4.22,29.84,7.34,51.89,3.26,23.05,-,-,12.21,86.32,0,0,-,-,0.72,5.09,283,2001,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Grains and staples,Soto ayam,"Soup containing shredded chicken, bean sprouts and rice cakes (ketupat)",Grains and staples,Noodle/Pasta-based dishes,100%,1 bowl(s) = 569g,-,Lab Analysis,2010,Per 100g,Per Serving (569g),38,216,3.4,19.35,1.4,7.97,0.5,2.85,-,-,3.1,17.64,1.1,6.26,-,-,1.4,7.97,425,2418,-,-,11,63,0.8,4.55,-,-,-,-,0.3,1.71,0.6,3.41,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Trace,Trace,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,-,-,-,-,-,-,-,-,-,-,-,-
Grains and staples,Soya sauce chicken noodles (dry),"Dry thin wheat noodles with chicken, chye sim, soy sauce and chilli sauce",Grains and staples,Noodle/Pasta-based dishes,92%,1 plate(s) = 352g,-,Lab Analysis,2010,Per 100g,Per Serving (352g),137,444,7.93,25.68,5.94,19.24,1.65,5.34,-,-,12.17,39.41,3.06,9.91,-,-,0.69,2.23,210,680,-,-,38,123,1.09,3.53,-,-,-,-,1.18,3.82,1.99,6.44,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,92.8,300.52,-,-,-,-,-,-,-,-,-,-,-,-,-,-,13.3,43.07,-,-,-,-,-,-,-,-,-,-,-,-
Grains and staples,Stir fried beehoon with chicken and egg,"Thin rice noodles fried with chye sim, black mushroom, chicken and egg",Grains and staples,Noodle/Pasta-based dishes,100%,1 plate(s) = 284g,-,Lab Analysis,2010,Per 100g,Per Serving (284g),130,369,7.5,21.3,3.85,10.93,1.4,3.98,-,-,16.34,46.41,0.51,1.45,-,-,1.73,4.91,122,346,-,-,14,40,0.77,2.19,-,-,-,-,0.84,2.39,1.44,4.09,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,13.68,38.85,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.4,1.14,-,-,-,-,-,-,-,-,-,-,-,-
Grains and staples,Suan la fen,Chinese spicy-sour glass noodles in soup,Grains and staples,Noodle/Pasta-based dishes,100%,1 bowl(s) = 662g,-,Lab Analysis,2010,Per 100g,Per Serving (662g),66,437,1.4,9.27,2.18,14.43,0.82,5.43,0.01,0.07,10.3,68.19,0.7,4.63,-,-,2.4,15.89,338,2238,-,-,17,113,0.99,6.55,-,-,-,-,0.45,2.98,0.9,5.96,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4.8,31.78,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Trace,Trace,-,-,-,-,-,-,-,-,-,-,-,-
Grains and staples,Suan la mian,Chinese spicy-sour wheat noodles in soup,Grains and staples,Noodle/Pasta-based dishes,100%,1 bowl(s) = 720g,-,Lab Analysis,2018,Per 100g,Per Serving (720g),78,562,3,21.6,2.84,20.45,0.74,5.33,0,0,10,72,1.4,10.08,-,-,1.1,7.92,349,2513,-,-,20,144,0.6,4.32,-,-,-,-,0.9,6.48,1.2,8.64,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,18.75,135,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,-,-,-,-,-,-,-,-,-,-,-,-
Grains and staples,Thai seafood tom yum noodle (soup),Thai-style noodles cooked with mixed seafood in spicy and tangy  broth,Grains and staples,Noodle/Pasta-based dishes,100%,1 bowl(s) = 1057g,-,Lab Analysis,2018,Per 100g,Per Serving (1057g),58,613,3.2,33.82,1.29,13.64,0.37,3.91,0,0,8.5,89.85,1.3,13.74,-,-,0.7,7.4,420,4439,-,-,27,285,0.32,3.38,-,-,-,-,0.55,5.81,0.37,3.91,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11.5,121.56,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,-,-,-,-,-,-,-,-,-,-,-,-
Grains and staples,Thick beehoon,Thick and chewy noodles made from rice flour,Grains and staples,Noodle/Pasta-based dishes,100%,1 bowl(s) = 200g,-,Derived,2026,Per 100g,Per Serving (200g),121,242,1.57,3.14,0.28,0.56,0.15,0.3,-,-,28,56,0.23,0.46,-,-,1.1,2.2,7,14,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Grains and staples,Vegetable ban mian (soup),Hand made flat wheat noodles with vegetables in clear broth,Grains and staples,Noodle/Pasta-based dishes,100%,1 bowl(s) = 989g,-,Lab Analysis,2018,Per 100g,Per Serving (989g),54,534,2.6,25.71,1.3,12.86,0.54,5.34,0.01,0.1,7.9,78.13,0.8,7.91,-,-,0.6,5.93,244,2413,-,-,14,138,0.32,3.16,-,-,-,-,0.23,2.27,0.52,5.14,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3.18,31.45,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,-,-,-,-,-,-,-,-,-,-,-,-
Grains and staples,Vongole pasta,Italian pasta with clams in white wine sauce,Grains and staples,Noodle/Pasta-based dishes,66%,1 plate(s) = 402g,-,Lab Analysis,2010,Per 100g,Per Serving (402g),88,233,3.5,9.29,2.4,6.37,1.02,2.71,0.05,0.13,13.1,34.76,1,2.65,-,-,1.7,4.51,318,844,-,-,41,109,0.73,1.94,-,-,-,-,0.6,1.59,0.73,1.94,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,14.3,37.94,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Trace,Trace,-,-,-,-,-,-,-,-,-,-,-,-
Grains and staples,Wanton noodles (dry),"Egg noodles with 3 boiled minced pork wanton dumplings, sliced char siew, vegetables, topped with lard",Grains and staples,Noodle/Pasta-based dishes,100%,1 bowl(s) = 388g,-,Lab Analysis,2025,Per 100g,Per Serving (388g),161,625,8.69,33.72,5.5,21.34,1.84,7.14,Trace,Trace,19.1,74.11,2.35,9.12,-,-,Trace,Trace,403,1564,94,365,18,70,0.7,2.72,65.25,253.17,-,-,0.97,3.76,2.04,7.92,Trace,Trace,-,-,0.55,2.13,0.4,1.55,0.2,0.78,Trace,Trace,1.15,4.46,Trace,Trace,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Grains and staples,Wanton noodles (soup),"3 minced pork wanton dumplings with noodles, sliced char siew and vegetables in soup",Grains and staples,Noodle/Pasta-based dishes,100%,1 bowl(s) = 678g,-,Lab Analysis,2025,Per 100g,Per Serving (678g),95,644,7.28,49.36,2,13.56,0.64,4.34,Trace,Trace,12,81.36,Trace,Trace,-,-,1.05,7.12,427,2895,154,1044,14,95,0.46,3.12,77.75,527.15,-,-,0.43,2.92,0.79,5.36,Trace,Trace,-,-,Trace,Trace,Trace,Trace,Trace,Trace,Trace,Trace,Trace,Trace,Trace,Trace,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
