id,dish_name,other_names,category,food_group,food_subgroup,description,serving_default_desc,serving_basis,kcal_default,kcal_per_100,per100_unit,protein_g,carbs_g,fat_g,portion_note,input_mode,is_favourite,source,last_updated
soy-milk-with-grass-jelly,Soy milk with grass jelly,,Beverages,Beverages,Soy milk,Soybean milk served with black grass jelly pieces,1 cup(s) = 450ml,Per Serving (450ml),194,43,Per 100ml,9.04,28.85,4.32,,tap,FALSE,Derived,2026
soy-milk-with-pearls,Soy milk with pearls,,Beverages,Beverages,Soy milk,Soybean milk served with tapioca pearls,1 cup(s) = 450ml,Per Serving (450ml),333,74,Per 100ml,12.74,56.07,6.39,,tap,FALSE,Derived,2026
soy-milk-with-pearls-no-sugar,Soy milk with pearls (no sugar),,Beverages,Beverages,Soy milk,Soybean milk served with tapioca pearls and no added sugar,1 cup(s) = 450ml,Per Serving (450ml),257,57,Per 100ml,14.04,33.21,7.33,,tap,FALSE,Derived,2026
soy-milk-with-pearls-less-sugar,Soy milk with pearls (less sugar),,Beverages,Beverages,Soy milk,Soybean milk served with tapioca pearls and lower sugar level,1 cup(s) = 450ml,Per Serving (450ml),284,63,Per 100ml,13.14,43.11,6.44,,tap,FALSE,Derived,2026
soy-milk-less-sugar-no-topping,"Soy milk (less sugar, no topping)",,Beverages,Beverages,Soy milk,Soybean milk made from soaked soya beans and water with lower sugar level,1 cup(s) = 450ml,Per Serving (450ml),194,43,Per 100ml,15.97,15.44,7.52,,tap,FALSE,Derived,2026
soy-milk-with-grass-jelly-no-sugar,Soy milk with grass jelly (no sugar),,Beverages,Beverages,Soy milk,Soybean milk served with black grass jelly pieces and no added sugar,1 cup(s) = 450ml,Per Serving (450ml),108,24,Per 100ml,9.54,6.44,4.45,,tap,FALSE,Derived,2026
soy-milk-with-grass-jelly-less-sugar,Soy milk with grass jelly (less sugar),,Beverages,Beverages,Soy milk,Soybean milk served with black grass jelly pieces with lower sugar level,1 cup(s) = 450ml,Per Serving (450ml),144,32,Per 100ml,8.82,17.24,4.32,,tap,FALSE,Derived,2026
coconut-water,Coconut water,,Beverages,Beverages,100% Juices,Natural clear liquid from coconut,1 glass (250ml) = 250ml,Per Serving (250ml),55,22,Per 100ml,0,14,0,,tap,FALSE,Borrowed,2025
coconut-water-less-sugar-packaged,"Coconut water (less sugar, packaged)",,Beverages,Beverages,100% Juices,Ready-to-drink coconut juice with less sugar,1 glass (250ml) = 250ml,Per Serving (250ml),48,19,Per 100ml,0.25,11.48,0,,tap,FALSE,NIP,2025
fresh-fruit-juice-any-flavour,Fresh fruit juice (any flavour),,Beverages,Beverages,Juice drinks,Freshly made juice made from a mix of multiple vegetables,1 medium cup(s) = 400ml,Per Serving (400ml),168,42,Per 100ml,2.12,38.6,0.28,,tap,FALSE,Derived,2026
fresh-mixed-fruit-or-vegetable-juice,Fresh mixed fruit or vegetable juice,,Beverages,Beverages,Juice drinks,Freshly made juice made from a mix of multiple fruits and/or vegetables,1 medium cup(s) = 400ml,Per Serving (400ml),144,36,Per 100ml,2.16,31.88,0.44,,tap,FALSE,Derived,2026
fresh-sugarcane-juice,Fresh sugarcane juice,,Beverages,Beverages,100% Juices,Sweet natural beverage made with extracted juice from pressed sugar cane,1 medium cup(s) = 550ml,Per Serving (550ml),303,55,Per 100ml,1.27,73.7,0,,tap,FALSE,Derived,2026
fresh-vegetable-juice-any-flavour,Fresh vegetable juice (any flavour),,Beverages,Beverages,Juice drinks,Freshly made juice made from a mix of multiple fruits,1 medium cup(s) = 400ml,Per Serving (400ml),116,29,Per 100ml,2.16,25.16,0.6,,tap,FALSE,Derived,2026
orange-juice-less-sugar-packaged,"Orange juice (less sugar, packaged)",,Beverages,Beverages,100% Juices,Ready-to-drink orange juice with less sugar,1 glass (250ml) = 250ml,Per Serving (250ml),108,43,Per 100ml,2,24,0.13,,tap,FALSE,NIP,2025
rose-drink-from-syrup,Rose drink (from syrup),,Beverages,Beverages,Cordials,Floral beverage made by diluting rose syrup with water,1 glass (250ml) = 250ml,Per Serving (250ml),108,43,Per 100ml,0,27,0,,tap,FALSE,NIP,2025
coconut-avocado-shake-no-topping,Coconut avocado shake (no topping),,Beverages,Beverages,Fruit smoothies,Creamy beverage blending fresh avocado with coconut milk and ice and no topping,1 medium cup(s) = 450ml,Per Serving (450ml),360,80,Per 100ml,5.13,36.86,21.6,,tap,FALSE,Derived,2026
coconut-shake-no-topping,Coconut shake (no topping),,Beverages,Beverages,Fruit smoothies,"Creamy beverage made with coconut ice cream, coconut water and no topping",1 medium cup(s) = 450ml,Per Serving (450ml),338,75,Per 100ml,2.7,52.16,13.19,,tap,FALSE,Derived,2026
coconut-avocado-shake-no-sugar-no-topping,"Coconut avocado shake (no sugar, no topping)",,Beverages,Beverages,Fruit smoothies,"Creamy beverage blending fresh avocado with coconut milk and ice, with no sugar and no topping",1 medium cup(s) = 450ml,Per Serving (450ml),320,71,Per 100ml,6.39,34.16,17.42,,tap,FALSE,Derived,2026
coconut-avocado-shake-less-sugar-no-topping,"Coconut avocado shake (less sugar, no topping)",,Beverages,Beverages,Fruit smoothies,"Creamy beverage blending fresh avocado with coconut milk and ice, with lower sugar level and no topping",1 medium cup(s) = 450ml,Per Serving (450ml),333,74,Per 100ml,6.26,36.54,18.09,,tap,FALSE,Derived,2026
avocado-smoothie,Avocado smoothie,,Beverages,Beverages,Fruit smoothies,Thick beverage made from blended avocado,1 medium cup(s) = 450ml,Per Serving (450ml),320,71,Per 100ml,2.3,37.8,17.69,,tap,FALSE,Derived,2026
coconut-shake-no-sugar-no-topping,"Coconut shake (no sugar, no topping)",,Beverages,Beverages,Fruit smoothies,"Creamy beverage made with coconut ice cream, coconut water, milk, with no sugar and no topping",1 medium cup(s) = 450ml,Per Serving (450ml),248,55,Per 100ml,3.15,29.43,12.87,,tap,FALSE,Derived,2026
coconut-shake-less-sugar-no-topping,"Coconut shake (less sugar, no topping)",,Beverages,Beverages,Fruit smoothies,"Creamy beverage made with coconut ice cream, coconut water, milk, with lower sugar level and no topping",1 medium cup(s) = 450ml,Per Serving (450ml),288,64,Per 100ml,2.48,40.95,12.6,,tap,FALSE,Derived,2026
fruit-juice-drink,Fruit juice drink,,Beverages,Beverages,Juice drinks,"Fruit beverage made with fruit juice concentrate, water and sweeteners",1 glass (250ml) = 250ml,Per Serving (250ml),113,45,Per 100ml,0.35,27.45,0.25,,tap,FALSE,NIP,2025
fruit-juice-drink-less-sugar,Fruit juice drink (less sugar),,Beverages,Beverages,Juice drinks,"Fruit beverage made with fruit juice concentrate, water and sweeteners, less sugar",1 glass (250ml) = 250ml,Per Serving (250ml),50,20,Per 100ml,0.13,13.1,0,,tap,FALSE,NIP,2025
fruit-juice-drink-with-pulp,Fruit juice drink with pulp,,Beverages,Beverages,Juice drinks,"Fruit beverage made with fruit juice concentrate, water, sweeteners and added fruit pulp pieces",1 glass (250ml) = 250ml,Per Serving (250ml),113,45,Per 100ml,0,27.75,0,,tap,FALSE,NIP,2025
honey-juice-drink,Honey juice drink,,Beverages,Beverages,Juice drinks,Beverage made with fruit juice concentrate and honey,1 bottle = 250ml,Per Serving (250ml),105,42,Per 100ml,0,25.9,0,,tap,FALSE,NIP,2025
lemon-juice-drink,Lemon juice drink,,Beverages,Beverages,Juice drinks,"Beverage made with lemon juice concentrate, water and sweeteners",1 bottle = 500ml,Per Serving (500ml),205,41,Per 100ml,0,51.6,0,,tap,FALSE,NIP,2025
lime-juice-calamansi-drink,Lime juice/calamansi drink,,Beverages,Beverages,Juice drinks,Beverage made from lime juice concentrate and water,1 glass (250ml) = 250ml,Per Serving (250ml),113,45,Per 100ml,0.15,28.37,0.03,,tap,FALSE,NIP,2025
lychee-juice-drink,Lychee juice drink,,Beverages,Beverages,Juice drinks,"Beverage made with lychee juice concentrate, water and sweeteners",1 glass (250ml) = 250ml,Per Serving (250ml),75,30,Per 100ml,0,18.95,0,,tap,FALSE,NIP,2025
mango-juice-drink,Mango juice drink,,Beverages,Beverages,Juice drinks,"Beverage made with mango juice concentrate, water and sweeteners",1 glass (250ml) = 250ml,Per Serving (250ml),113,45,Per 100ml,0.18,28,0.05,,tap,FALSE,NIP,2025
mixed-fruit-juice-drink,Mixed fruit juice drink,,Beverages,Beverages,Juice drinks,"Beverage made with mixed fruit juice concentrate, water and sweeteners",1 glass (250ml) = 250ml,Per Serving (250ml),105,42,Per 100ml,0.78,23.88,0.43,,tap,FALSE,NIP,2025
mixed-vegetable-and-fruit-juice-drink,Mixed vegetable and fruit juice drink,,Beverages,Beverages,Juice drinks,"Beverage made with mixed fruit and vegetable juice concentrate, water and sweeteners",1 glass (250ml) = 250ml,Per Serving (250ml),123,49,Per 100ml,0.55,29.38,0,,tap,FALSE,NIP,2025
orange-juice-drink,Orange juice drink,,Beverages,Beverages,Juice drinks,"Beverage made with orange juice concentrate, water and sweeteners",1 glass (250ml) = 250ml,Per Serving (250ml),108,43,Per 100ml,0.85,25.8,0.08,,tap,FALSE,NIP,2025
orange-juice-drink-less-sugar,Orange juice drink (less sugar),,Beverages,Beverages,Juice drinks,"Beverage made with orange juice concentrate, water and less sweeteners",1 glass (250ml) = 250ml,Per Serving (250ml),68,27,Per 100ml,1,15.8,0,,tap,FALSE,NIP,2025
orange-juice-drink-with-pulp,Orange juice drink with pulp,,Beverages,Beverages,Juice drinks,"Beverage made with orange juice concentrate, water, sweeteners and orange pulp pieces",1 glass (250ml) = 250ml,Per Serving (250ml),103,41,Per 100ml,1.58,25.73,0,,tap,FALSE,NIP,2025
pineapple-juice-drink,Pineapple juice drink,,Beverages,Beverages,Juice drinks,"Beverage made with pineapple juice concentrate, water and sweeteners",1 glass (250ml) = 250ml,Per Serving (250ml),128,51,Per 100ml,0.38,31.5,0,,tap,FALSE,NIP,2025
soursop-juice-drink,Soursop juice drink,,Beverages,Beverages,Juice drinks,"Beverage made with soursop juice, water and sweetenerss",1 glass (250ml) = 250ml,Per Serving (250ml),125,50,Per 100ml,0,30.4,0,,tap,FALSE,NIP,2025
vegetable-juice-drink,Vegetable juice drink,,Beverages,Beverages,Juice drinks,"Beverage made with vegetable juice concentrate, water and sweeteners",1 glass (250ml) = 250ml,Per Serving (250ml),73,29,Per 100ml,0.73,17.03,0,,tap,FALSE,NIP,2025
fresh-mixed-juices-vegetable-base-with-celery,Fresh mixed juices (vegetable base with celery),,Beverages,Beverages,Juice drinks,"Freshly made juice made from a mix of multiple vegetables, with majority being celery",1 medium cup(s) = 400ml,Per Serving (400ml),92,23,Per 100ml,2.08,20.48,0.24,,tap,FALSE,Derived,2026
fresh-mixed-juices-with-orange-base,Fresh mixed juices (with orange base),,Beverages,Beverages,Juice drinks,"Freshly made juice made from a mix of multiple fruits, with majority being oranges",1 medium cup(s) = 400ml,Per Serving (400ml),152,38,Per 100ml,2.32,35.2,0.28,,tap,FALSE,Derived,2026
fresh-mixed-juices-with-berries-base,Fresh mixed juices (with berries base),,Beverages,Beverages,Juice drinks,"Freshly made juice made from a mix of multiple fruits, with majority being berries",1 medium cup(s) = 400ml,Per Serving (400ml),180,45,Per 100ml,1.88,41.96,0.28,,tap,FALSE,Derived,2026
fresh-mixed-juices-vegetable-base-with-carrot,Fresh mixed juices (vegetable base with carrot),,Beverages,Beverages,Juice drinks,"Freshly made juice made from a mix of multiple vegetables, with majority being carrots",1 medium cup(s) = 400ml,Per Serving (400ml),136,34,Per 100ml,2.24,29.8,0.96,,tap,FALSE,Derived,2026
chocolate-drink,Chocolate drink,,Beverages,Beverages,Malted and chocolate drinks,Sweet beverage made with cocoa powder or chocolate syrup mixed with milk or water,1 cup (200ml) = 200ml,Per Serving (200ml),128,64,Per 100ml,2.88,20.94,3.72,,tap,FALSE,NIP,2025
chocolate-drink-no-sugar,Chocolate drink (no sugar),,Beverages,Beverages,Malted and chocolate drinks,Unsweetened beverage made with pure cocoa powder mixed with milk or water,1 cup (200ml) = 200ml,Per Serving (200ml),92,46,Per 100ml,2.9,12.62,2.9,,tap,FALSE,NIP,2025
chocolate-malt-drink,Chocolate malt drink,,Beverages,Beverages,Malted and chocolate drinks,Sweet beverage made with chocolate and malted milk powder,1 cup (200ml) = 200ml,Per Serving (200ml),118,59,Per 100ml,1.98,22.02,2.54,,tap,FALSE,NIP,2025
flavoured-chocolate-drink,Flavoured chocolate drink,,Beverages,Beverages,Malted and chocolate drinks,Chocolate-based beverage with added flavours,1 cup (200ml) = 200ml,Per Serving (200ml),120,60,Per 100ml,3.76,19.04,3.32,,tap,FALSE,NIP,2025
horlicks-dinosaur,Horlicks dinosaur,,Beverages,Beverages,Malted and chocolate drinks,"A cold, malted drink mixed with condensed milk, topped with a heaped tablespoon of Horlick powder",1 glass (450ml) = 450ml,Per Serving (450ml),329,73,Per 100ml,9.23,63.27,4.01,,tap,FALSE,Lab Analysis,2023
iced-milo,Iced Milo,milo peng|milo ice,Beverages,Beverages,Malted and chocolate drinks,"Beverage made with chocolate and malt powder mixed with hot water and condensed milk, served over ice",1 regular cup(s) = 400ml,Per Serving (400ml),288,72,Per 100ml,4.96,50.64,7.56,,tap,TRUE,Derived,2026
milo,Milo,,Beverages,Beverages,Malted and chocolate drinks,Beverage made with chocolate and malt powder mixed with hot water and condensed milk,1 regular cup(s) = 250ml,Per Serving (250ml),233,93,Per 100ml,4,40.8,6.1,,tap,FALSE,Derived,2026
milo-packaged,Milo (packaged),,Beverages,Beverages,Malted and chocolate drinks,"Ready-to-drink chocolate malt beverage in a can, packet or bottle",1 packet = 240ml,Per Serving (240ml),144,60,Per 100ml,4.18,22.2,4.08,,tap,FALSE,NIP,2025
milo-powder,Milo (powder),,Beverages,Beverages,Malted and chocolate drinks,Chocolate malt drink powder,1 cup (200ml) = 200ml,Per Serving (200ml),118,59,Per 100ml,4.32,18.94,2.6,,tap,FALSE,NIP,2025
milo-dinosaur,Milo dinosaur,,Beverages,Beverages,Malted and chocolate drinks,"Cold, chocolate malted drink mixed with condensed milk, topped with a heaped tablespoon of milo powder",1 medium cup(s) = 550ml,Per Serving (550ml),501,91,Per 100ml,10.23,81.02,14.8,,tap,FALSE,Derived,2026
milo-gao-siew-dai-powder,Milo Gao Siew Dai (powder),,Beverages,Beverages,Malted and chocolate drinks,Concentrated chocolate malt drink powder with less sugar,1 cup (200ml) = 200ml,Per Serving (200ml),118,59,Per 100ml,3.68,18.1,3,,tap,FALSE,NIP,2025
milo-godzilla,Milo godzilla,,Beverages,Beverages,Malted and chocolate drinks,"Cold, chocolate malted drink mixed with condensed milk, served with a scoop of ice cream",1 medium cup(s) = 500ml,Per Serving (500ml),380,76,Per 100ml,8.4,60.2,12,,tap,FALSE,Derived,2026
milo-peng-packaged,Milo Peng (packaged),,Beverages,Beverages,Malted and chocolate drinks,Ready-to-drink iced Milo made with milo powder and condensed milk,1 bottle = 225ml,Per Serving (225ml),142,63,Per 100ml,4.3,22.5,3.78,,tap,FALSE,NIP,2025
milo-siu-dai,Milo siu dai,,Beverages,Beverages,Malted and chocolate drinks,"Chocolate malt drink with less sugar, made with milo powder and condensed milk",1 regular cup(s) = 250ml,Per Serving (250ml),200,80,Per 100ml,3.85,34.23,5.3,,tap,FALSE,Derived,2026
iced-milo-siu-dai,Iced Milo siu dai,milo siu dai peng|milo siu dai ice,Beverages,Beverages,Malted and chocolate drinks,"Chocolate malt drink with less sugar, made with milo powder and condensed milk, served over ice",1 regular cup(s) = 400ml,Per Serving (400ml),248,62,Per 100ml,4.76,42.48,6.56,,tap,FALSE,Derived,2026
iced-horlicks,Iced Horlicks,horlicks peng|horlicks ice,Beverages,Beverages,Malted and chocolate drinks,"Beverage made by adding hot water to malted milk powder (horlicks), served over ice",1 regular cup(s) = 400ml,Per Serving (400ml),248,62,Per 100ml,6.68,46.44,4.16,,tap,FALSE,Derived,2026
bandung-packaged,Bandung (packaged),,Beverages,Beverages,Asian and herbal drinks,"Ready-to-drink rose syrup milk beverage, made with rose syrup and evaporated milk",1 can = 330ml,Per Serving (330ml),208,63,Per 100ml,3.3,26.4,9.9,,tap,FALSE,NIP,2025
barley-drink,Barley drink,,Beverages,Beverages,Asian and herbal drinks,"Beverage made from barley, sugar and water, boiled",1 regular cup(s) = 400ml,Per Serving (400ml),128,32,Per 100ml,0.52,31.12,0,,tap,FALSE,Derived,2026
barley-drink-less-sugar-packaged,"Barley drink (less sugar, packaged)",,Beverages,Beverages,Asian and herbal drinks,Ready-to-drink beverage made from cooked barley with less sugar,1 glass (250ml) = 250ml,Per Serving (250ml),70,28,Per 100ml,0,17.5,0,,tap,FALSE,NIP,2025
bird-s-nest-drink-less-sugar-packaged,"Bird's nest drink (less sugar, packaged)",,Beverages,Beverages,Asian and herbal drinks,Ready-to-drink beverage made with real bird's nest extract and less sugar,1 small bottle = 180ml,Per Serving (180ml),49,27,Per 100ml,2.07,9.81,0.09,,tap,FALSE,NIP,2025
chinese-herbal-tea-less-sugar-packaged,"Chinese herbal tea (less sugar, packaged)",,Beverages,Beverages,Asian and herbal drinks,Ready-to-drink traditional Chinese herbal tea with less sugar,1 can = 300ml,Per Serving (300ml),72,24,Per 100ml,0.24,17.82,0,,tap,FALSE,NIP,2025
chrysanthemum-tea-less-sugar,Chrysanthemum tea (less sugar),,Beverages,Beverages,Asian and herbal drinks,Chrysanthemum tea with less sugar,1 packet (250ml) = 250ml,Per Serving (250ml),65,26,Per 100ml,0,16,0,,tap,FALSE,Borrowed,2025
grass-jelly-drink,Grass jelly drink,,Beverages,Beverages,Asian and herbal drinks,Beverage made with grass jelly and water,1 regular cup(s) = 400ml,Per Serving (400ml),100,25,Per 100ml,0,24.76,0,,tap,FALSE,Derived,2026
herbal-tea,Herbal tea,,Beverages,Beverages,Asian and herbal drinks,"Caffeine-free tea made from herbs, flowers, or fruit",1 glass (250ml) = 265ml,Per Serving (265ml),61,23,Per 100ml,0,15.34,0,,tap,FALSE,Lab Analysis,2010
herbal-tea-no-sugar,Herbal tea (no sugar),,Beverages,Beverages,Asian and herbal drinks,Brewed tea with various chinese herbs and no sugar,1 glass (250ml) = 250ml,Per Serving (250ml),3,1,Per 100ml,0,0.5,0,,tap,FALSE,Borrowed,2025
honey-lemon-tea-less-sugar-packaged,"Honey lemon tea (less sugar, packaged)",,Beverages,Beverages,Asian and herbal drinks,Ready-to-drink beverage made with less honey and lemon juice,1 cup (200ml) = 200ml,Per Serving (200ml),72,36,Per 100ml,0,18.18,0,,tap,FALSE,NIP,2025
iced-longan-lychee-drink,Iced longan/lychee drink,,Beverages,Beverages,Asian and herbal drinks,"Drained, canned longan/lychee topped with ice, usually with sugar syrup added",1 cup(s) = 550ml,Per Serving (550ml),226,41,Per 100ml,0.44,56.32,0,,tap,FALSE,Derived,2026
lemon-barley-packaged,Lemon barley (packaged),,Beverages,Beverages,Asian and herbal drinks,Ready-to-drink barley beverage with lemon flavouring,1 packet = 250ml,Per Serving (250ml),75,30,Per 100ml,0,17.5,0,,tap,FALSE,NIP,2025
plum-drink-packaged,Plum drink (packaged),,Beverages,Beverages,Asian and herbal drinks,Ready-to-drink beverage with plum flavour,1 glass (250ml) = 250ml,Per Serving (250ml),80,32,Per 100ml,0,21.25,0,,tap,FALSE,NIP,2025
water-chestnut,Water chestnut,,Beverages,Beverages,Asian and herbal drinks,Water chestnut drink with sugar,1 regular cup(s) = 400ml,Per Serving (400ml),68,17,Per 100ml,0,16.64,0,,tap,FALSE,Derived,2026
water-chestnut-drink-less-sugar-packaged,"Water chestnut drink (less sugar, packaged)",,Beverages,Beverages,Asian and herbal drinks,Ready-to-drink beverage made from water chestnuts with less sugar,1 glass (250ml) = 250ml,Per Serving (250ml),80,32,Per 100ml,0.5,19.55,0,,tap,FALSE,NIP,2025
water-chestnut-sugar-cane-drink-less-sugar-packaged,"Water chestnut sugar cane drink (less sugar, packaged)",,Beverages,Beverages,Asian and herbal drinks,Ready-to-drink blend of water chestnuts and sugar cane juice with less sugar,1 glass (250ml) = 250ml,Per Serving (250ml),68,27,Per 100ml,0,11.25,0,,tap,FALSE,NIP,2025
winter-melon-drink-less-sugar-packaged,"Winter melon drink (less sugar, packaged)",,Beverages,Beverages,Asian and herbal drinks,Ready-to-drink beverage made from winter melon with less sugar,1 packet = 250ml,Per Serving (250ml),70,28,Per 100ml,0,17.5,0,,tap,FALSE,NIP,2025
winter-melon-drink-packaged,Winter melon drink (packaged),,Beverages,Beverages,Asian and herbal drinks,Ready-to-drink beverage made from winter melon,1 packet = 250ml,Per Serving (250ml),60,24,Per 100ml,0,15,0,,tap,FALSE,NIP,2025
luo-han-guo-drink,Luo han guo drink,,Beverages,Beverages,Asian and herbal drinks,Traditional Chinese herbal drink made from monk fruit (luo han guo),1 bottle(s) = 500ml,Per Serving (500ml),20,4,Per 100ml,0.4,4.25,,,tap,FALSE,Derived,2026
ginseng-chrysanthemum-drink,Ginseng chrysanthemum drink,,Beverages,Beverages,Asian and herbal drinks,Traditional Chinese herbal tea combining ginseng and chrysanthemum flowers,1 bottle(s) = 500ml,Per Serving (500ml),95,19,Per 100ml,,22.5,,,tap,FALSE,Derived,2026
flavoured-soda-any-flavour,Flavoured soda (any flavour),,Beverages,Beverages,Soft drinks,Soda with added flavours,1 can = 320ml,Per Serving (320ml),134,42,Per 100ml,0,33.66,0,,tap,FALSE,NIP,2025
flavoured-soda-less-sugar-any-flavour,"Flavoured soda (less sugar, any flavour)",,Beverages,Beverages,Soft drinks,Soda with added flavours and less sugar,1 can = 320ml,Per Serving (320ml),58,18,Per 100ml,0.22,13.89,0.22,,tap,FALSE,NIP,2025
flavoured-soda-no-sugar-any-flavour,"Flavoured soda (no sugar, any flavour)",,Beverages,Beverages,Soft drinks,Soda with added flavours and no sugar,1 can = 320ml,Per Serving (320ml),0,0,Per 100ml,0,0,0,,tap,FALSE,NIP,2025
ice-cream-soda,Ice cream soda,,Beverages,Beverages,Soft drinks,Carbonated soft drink served with a scoop of vanilla ice cream,1 can = 320ml,Per Serving (320ml),138,43,Per 100ml,0,34.56,0,,tap,FALSE,NIP,2025
root-beer,Root beer,,Beverages,Beverages,Soft drinks,Carbonated soft drink  flavoured with artificial sweeteners,1 can = 320ml,Per Serving (320ml),160,50,Per 100ml,0.19,40,0.19,,tap,FALSE,NIP,2025
soft-drink-float,Soft drink float,,Beverages,Beverages,Soft drinks,Beverage made with carbonated soda and a scoop of vanilla ice cream,1 glass (300ml) = 380ml,Per Serving (380ml),247,65,Per 100ml,2.13,45.94,6.65,,tap,FALSE,Lab Analysis,2010
brown-sugar-milk-tea,Brown sugar milk tea,,Beverages,Beverages,Speciality tea,Freshly made milk tea with caramelized brown sugar syrup and customisable topping,1 medium cup(s) = 500ml,Per Serving (500ml),395,79,Per 100ml,1.9,67.85,13,,tap,FALSE,Derived,2026
bubble-tea-no-milk,Bubble tea no milk,,Beverages,Beverages,Speciality tea,"Freshly made fruit or tea-based beverage without milk, with customisable topping",1 medium cup(s) = 500ml,Per Serving (500ml),165,33,Per 100ml,0.65,39.8,0.75,,tap,FALSE,Derived,2026
bubble-tea-with-milk-no-topping,Bubble tea with milk (no topping),,Beverages,Beverages,Speciality tea,Freshly made milk tea with no customisable topping,1 medium cup(s) = 500ml,Per Serving (500ml),320,64,Per 100ml,1.6,45.8,14.2,,tap,FALSE,Derived,2026
chrysanthemum-milk-tea,Chrysanthemum milk tea,,Beverages,Beverages,Speciality tea,"Floral tea made from dried chrysanthemum flowers blended with milk or creamer, with customisable topping",1 medium cup(s) = 500ml,Per Serving (500ml),285,57,Per 100ml,0.95,50.25,8.95,,tap,FALSE,Derived,2026
green-milk-tea-less-sugar,Green milk tea (less sugar),,Beverages,Beverages,Speciality tea,"Freshly made green tea with milk or creamer, lower sugar level and customisable topping",1 medium cup(s) = 500ml,Per Serving (500ml),125,25,Per 100ml,0.9,29.45,0.75,,tap,FALSE,Derived,2026
green-milk-tea-less-sugar-no-topping,"Green milk tea (less sugar, no topping)",,Beverages,Beverages,Speciality tea,"Freshly made green tea with milk or creamer, lower sugar level and no customisable topping",1 medium cup(s) = 500ml,Per Serving (500ml),315,63,Per 100ml,1.85,41.85,15.5,,tap,FALSE,Derived,2026
green-tea-no-topping,Green tea (no topping),,Beverages,Beverages,Speciality tea,Freshly brewed jasmine-flavoured green tea with no customisable topping,1 medium cup(s) = 500ml,Per Serving (500ml),110,22,Per 100ml,0.35,27,0,,tap,FALSE,Derived,2026
hazelnut-milk-tea-less-sugar,Hazelnut milk tea (less sugar),,Beverages,Beverages,Speciality tea,"Freshly made tea with milk, hazelnut syrup, customisable topping and lower sugar level",1 medium cup(s) = 500ml,Per Serving (500ml),420,84,Per 100ml,1.85,63.85,17.4,,tap,FALSE,Derived,2026
honey-lemon-bubble-tea,Honey lemon bubble tea,,Beverages,Beverages,Speciality tea,"Freshly made tea with honey, lemon and customisable topping",1 medium cup(s) = 500ml,Per Serving (500ml),200,40,Per 100ml,0.5,47.6,0.75,,tap,FALSE,Derived,2026
honey-oolong-tea,Honey oolong tea,,Beverages,Beverages,Speciality tea,"Freshly brewed oolong tea sweetened with honey, with customisable topping",1 medium cup(s) = 500ml,Per Serving (500ml),190,38,Per 100ml,0.5,45.2,0.75,,tap,FALSE,Derived,2026
lemon-green-tea,Lemon green tea,,Beverages,Beverages,Speciality tea,"Freshly brewed green tea with lemon slices or juice, with customisable topping",1 medium cup(s) = 500ml,Per Serving (500ml),160,32,Per 100ml,0.5,38.85,0.75,,tap,FALSE,Derived,2026
oolong-milk-tea-less-sugar,Oolong milk tea (less sugar),,Beverages,Beverages,Speciality tea,"Freshly brewed oolong tea with milk, lower sugar level and customisable topping",1 medium cup(s) = 500ml,Per Serving (500ml),280,56,Per 100ml,1.3,45.5,10.55,,tap,FALSE,Derived,2026
oolong-milk-tea-no-topping,Oolong milk tea (no topping),,Beverages,Beverages,Speciality tea,Freshly brewed oolong tea with milk and no customisable topping,1 medium cup(s) = 500ml,Per Serving (500ml),265,53,Per 100ml,1,39.3,11.75,,tap,FALSE,Derived,2026
peach-green-tea-less-sugar,Peach green tea (less sugar),,Beverages,Beverages,Speciality tea,"Freshly brewed green tea with peach flavouring, lower sugar level and customisable topping",1 medium cup(s) = 500ml,Per Serving (500ml),185,37,Per 100ml,0.6,44.55,0.75,,tap,FALSE,Derived,2026
green-tea-no-sugar-no-topping,"Green tea (no sugar, no topping)",,Beverages,Beverages,Speciality tea,Freshly brewed jasmine-flavoured green tea with no sugar added and no customisable topping,1 medium cup(s) = 500ml,Per Serving (500ml),5,1,Per 100ml,0.5,1,0,,tap,FALSE,Derived,2026
green-milk-tea-no-sugar-no-topping,"Green milk tea (no sugar, no topping)",,Beverages,Beverages,Speciality tea,"Freshly made green tea with milk or creamer, no sugar added and no customisable topping",1 medium cup(s) = 500ml,Per Serving (500ml),275,55,Per 100ml,1.85,31.35,15.8,,tap,FALSE,Derived,2026
lemon-green-tea-no-sugar-no-topping,"Lemon green tea (no sugar, no topping)",,Beverages,Beverages,Speciality tea,"Freshly brewed green tea with lemon slices or juice, no sugar added and no customisable topping",1 medium cup(s) = 500ml,Per Serving (500ml),15,3,Per 100ml,0.5,3.35,0,,tap,FALSE,Derived,2026
lemon-green-tea-less-sugar-no-topping,"Lemon green tea (less sugar, no topping)",,Beverages,Beverages,Speciality tea,"Freshly brewed green tea with lemon slices or juice, lower sugar level and no customisable topping",1 medium cup(s) = 500ml,Per Serving (500ml),65,13,Per 100ml,0.3,15.55,0,,tap,FALSE,Derived,2026
milk-tea-no-sugar-no-topping,"Milk tea (no sugar, no topping)",,Beverages,Beverages,Speciality tea,Milk tea served with customisable toppings and no added sugar,1 medium cup(s) = 500ml,Per Serving (500ml),250,50,Per 100ml,1.65,28.5,14.3,,tap,FALSE,Derived,2026
